38,DRIVE A LIVE,アイドルマスター SideM
39,The Birth,宮野真守
40,SHOUT!,宮野真守
41,シャイン,宮野真守
42,BEASTFUL,GRANRODEO
43,Deadly Drive,GRANRODEO
44,少年の果て,GRANRODEO
45,Punky Funky Love,GRANRODEO
46,Stand by...MUSIC!!!,アニサマ2018出演アーティスト 2nd Day
01,DISCOTHEQUE,三森すずこ×内田彩
02,流星,藍井エイル
03,ラピスラズリ,藍井エイル
04,SPEED STAR,GARNiDELiA
05,Error,GARNiDELiA
06,君の知らない物語,GARNiDELiA×中島 愛
07,To see the future,レン(楠木ともり)
08,Shocking Blue,伊藤美来
09,守りたいもののために,伊藤美来
10,PLEASURE FLAG,DearDream
11,ユメノコドウ,DearDream
12,Open your eyes,亜咲花
13,SHINY DAYS,亜咲花
14,Bright way,内田彩
15,So Happy,内田彩
16,Starlight,山崎エリイ
17,笑顔に会いたい,みっく＆エリイ（伊藤美来×山崎エリイ）
18,ティアドロップス,Poppin’Party
19,キラキラだとか夢だとか ～Sing Girls～,Poppin’Party
20,God knows...,Poppin’Party
21,ファティマ,いとうかなこ
22,LAST GAME,Zwei
23,スカイクラッドの観測者,いとうかなこ×Zwei
24,放課後オーバーフロウ,中島 愛
25,サタデー・ナイト・クエスチョン,中島 愛
26,桃色タイフーン,春奈るな
27,Startear,春奈るな
28,瞬間センチメンタル,黒崎真音×春奈るな feat.大塚紗英＆西本りみ from Poppin’Party
29,décadence -デカダンス-,黒崎真音
30,Gravitation,黒崎真音
31,極上スマイル,"Wake Up, Girls！"
32,Polaris,"Wake Up, Girls！"
33,ユニバーページ,三森すずこ
34,革命のマスカレード,三森すずこ
35,VORACITY,MYTH & ROID
36,HYDRA,MYTH & ROID
37,化身の獣,Do As Infinity
38,深い森,Do As Infinity
39,君がいない未来,Do As Infinity
40,未来の僕らは知ってるよ,Aqours
41,君の瞳を巡る冒険,Aqours
42,WONDERFUL STORIES～勇気はどこに？君の胸に！,Aqours
43,Growth Arrow,OLDCODEX
44,One Side,OLDCODEX
45,Heading to Over,OLDCODEX
46,WALK,OLDCODEX
47,Stand by...MUSIC!!!,アニサマ2018出演アーティスト 1st Day
